 6/25/2018,Formulation Production  Deviation Report By Completion Date,,,,,,,,,,,,,,,,,,,,
Number,ScheduleDate,IssueDate,CompletionDate,BatchNo,FormCode,name,Colour,ScheduleMass,Schedule Vol,ScheduledBulkMass,SG,SchedMassCost,ActualSg,ActualMass,Actual Vol,UnitCost,OHMass,StdVolCost,ActVolCost,actualcost,Loss %
37119,10/20/2016,11/1/2016,11/8/2016,217/37119,76-091,ACRYLIC ROOF CLEAR HI-SP @,CLEAR,48.116,42,48.116,1.15,9.012799695,1.098,43.92,40,9.577641166,0,10.3647,10.5163,420.65,8.720591903
37124,10/21/2016,11/1/2016,11/8/2016,DE/217/37124,Z331,INT:FPW15 MATT:GREY 23m14v S25 3 POT HI-SP YY,FPW15 GREY 23m 14v,1619.191,1636,1619.191,0.99,12.027938,0.968,1645.6,1700,12.38629715,0,11.9077,11.9899,20382.83,-1.630999678
37134,10/24/2016,11/1/2016,11/8/2016,217/37134,Z307,INT:FDE BLUE 15.3 LS35 BALLMILL 4 YY,BLUE 15.3,697.68,727,697.68,0.96,21.64185173,0.918,688.5,750,21.27249746,0,20.7762,19.5282,14646.15,1.315789474
37190,11/2/2016,11/2/2016,11/8/2016,217/37190,12-691,MOD-ZPPW20:BLACK MATT HI-SP @,MODIFY-ZPPW20 BLACK MATT,28.7,28,-1.46,1.04,16.97790893,0.996,23.904,24,8.535893574,0,17.657,8.5018,204.04,16.71080139
37191,11/2/2016,11/2/2016,11/8/2016,DE/217/37191,39-29913,CT-FDE:GREY B-SHIP  G13 PLA ??,TINT-GREY B-SHIP G13 PLAS,398.003,402,2.003,0.99,18.91508572,0.929,394.825,425,18.1421523,0,18.7259,16.8541,7162.99,0.798486444
37192,11/2/2016,11/2/2016,11/8/2016,DE/217/37192,12-37834,CT-FPW15 PRIM SPRAY:GREY DK SEA G08 SANS-NCS7005-B20G @,MTO-TINT SPRAY MATT-GREY DK SEA G08 SANS-NCS S7005-B20G,190.335,194,-5.665,0.98,13.74218242,0.925,185,200,12.00737713,0,13.4673,11.1068,2221.36,2.802952689
37204,11/3/2016,11/3/2016,11/8/2016,217/37204,ZCC55102,INT AC :BLACK S3070X BALLMILL5 @,BLACK,587.4,582,587.4,1.01,16.19809821,0.961,576.6,600,16.34207423,0,16.3601,15.7047,9422.82,1.838610827
37152,10/26/2016,11/1/2016,11/9/2016,217/37152,Z441,INT:TPE GREEN IG227 BALLMILL 2 @,GREEN IG227,920.118,979,920.118,0.94,19.5864076,0.951,951,1000,18.67235331,0,18.4112,17.7574,17757.4,-3.356308647
37163,11/1/2016,11/1/2016,11/9/2016,217/37163,Dec-31,VISCO ADJ-FPW15 PRIMER DIP 18S F4C:GREY NEW HD YY,DIP 18S F4C GREY NEW HD 20m 11v,1929,1968,-31,0.98,13.34715941,0.948,2085.6,2200,12.72079613,0,13.0802,12.0593,26530.46,-8.118195956
37195,11/2/2016,11/2/2016,11/9/2016,AR/217/37195,39-61531,CT-FDE:RED BAFANA SR+SM@,TINT-RED BAFANA SR+SM,601.5,590,-10.5,1.02,24.83007096,1.02,637.5,625,22.15779926,0,25.3267,22.601,14125.63,-5.985037406
37206,11/3/2016,11/3/2016,11/9/2016,217/37206,40-202,QD DIP SK120 BRIGHT ALUMINIUM-SLOW SPEED 3 POT YY,BRIGHT ALUMINIUM-DIPPING,1353.9,1488,-102.1,0.91,16.23366784,0.886,1346.72,1520,16.05337412,0,14.7726,14.2233,21619.42,0.530319817
37211,11/3/2016,11/3/2016,11/9/2016,217/37211,00-130,ARMOUR PU 2K THINNERS,CLEAR,521.52,593,-6.48,0.88,15.30598109,0.868,520.8,600,14.86732719,0,13.4693,12.9048,7742.88,0.138057984
37224,11/7/2016,11/7/2016,11/9/2016,DE/217/37224,39-89820,CT-FDE:BLUE AZURE F05 SANS-NCS S5040-R90B YY,MTO TINT-BLUE AZURE F05 SANS-NCS S5040-R90B,289.05,295,-4.95,0.98,24.22499119,0.943,282.9,300,21.03889215,0,23.7405,19.8397,5951.91,2.127659574
37164,11/1/2016,11/1/2016,11/10/2016,217/37164,Dec-83,REFILL (Z331) FPW15 PRIMER 23m 14v:GREY,FTO REFILL-Z331 GREY 23m 14v,1550,1550,0,1,12.0883799,0.979,1517.45,1550,12.17916241,0,12.0884,11.9234,18481.27,2.1
37167,11/1/2016,11/1/2016,11/10/2016,217/37167,39-101,FDEW:WHITE LS25+35 BALLMILL 8 YY,WHITE,2114.12,2073,-2.38,1.02,18.54407588,0.982,2135.85,2175,18.34838038,0,18.915,18.0181,39189.37,-1.027850832
37174,11/1/2016,11/1/2016,11/10/2016,DE/217/37174,ZY003,FPPW15 PRIMER RFU LS55 SLUDGE IVORY=HI-SPEED,RFU IVORY,1708.5,1675,0,1.02,13.21920832,0.983,1548.225,1575,12.85780314,0,13.4836,12.6392,19906.74,9.381035996
37189,11/2/2016,11/2/2016,11/10/2016,217/37189,39-901,REFILL (Z302) FDE BLACK,FTO REFILL-Z302 BLACK,940,1000,0,0.94,17.52127349,0.903,903,1000,18.14803765,0,16.47,16.3877,16387.7,3.936170213
37208,11/3/2016,11/3/2016,11/10/2016,217/37208,23-709,EPOXY+MZAP 4:1 PRIMER A&B:CREAM HI-SPEED,MTO-CREAM 82m 70v - 7.06:0.78 WT +/- 4.2:0.8 VOL: PACK10*5L,80.708,47,-5.292,1.72,36.10699261,1.501,82.555,55,34.68163891,0,62.104,52.0571,2863.14,-2.288496803
37213,11/3/2016,11/3/2016,11/10/2016,217/37213,00-120,STD ETCH THINNERS,CLEAR,158.76,194,-5.24,0.82,6.24469077,0.785,157,200,6.219974522,0,5.1206,4.8827,976.54,1.108591585
37222,11/7/2016,11/7/2016,11/10/2016,217/37222,39-6201,VISCO ADJ-FDE SPRAY 22S F4C REDOX 130 YY,SPRAY 22S F4C REDOX 130,47.75,50,-0.25,0.96,16.74005623,0.923,46.15,50,17.58416093,0,16.0705,16.2302,811.51,3.35078534
37225,11/7/2016,11/7/2016,11/10/2016,217/37225,39-620,REFILL (Z308) FDE REDOX 130,FTO REFILL-Z308 REDOX 130,194,200,0,0.97,17.55826026,0.933,186.6,200,17.9807642,0,17.0315,16.7761,3355.22,3.81443299
37226,11/8/2016,11/8/2016,11/10/2016,217/37226,43-101,REFILL (Z430) TPE WHITE,FTO REFILL-Z430 WHITE,969,950,0,1.02,18.71032483,0.993,1588.8,1600,18.56055589,0,19.0845,18.4306,29488.96,-63.9628483
37231,11/8/2016,11/8/2016,11/10/2016,217/37231,Z326,INT:FPW15 MATT:WHITE 28m15v LS25-3 POT HI-SP  YY,FPW15 MATT WHITE 28m 15v,1640.703,1609,1640.703,1.02,12.48246831,0.973,1654.1,1700,12.36091077,0,12.7321,12.0272,20446.24,-0.816540227
37054,10/10/2016,11/1/2016,11/11/2016,217/37054,Z14-901,INT:EPS15 ETCH PRIMER:BLACK 18m 12v-BALL MILL 5 @,BLACK 18m 12v,681.899,758,681.899,0.9,13.55061339,0.883,662.25,750,13.63460868,0,12.1956,12.0394,9029.55,2.881511778
37205,11/3/2016,11/3/2016,11/11/2016,217/37205,Z447,INT:TPE BLUE UM JARMILL @,BLUE UM,261.655,281,261.655,0.93,19.67543237,0.925,259,280,19.28081081,0,18.2982,17.8348,4993.74,1.014694923
37207,11/8/2016,11/8/2016,11/11/2016,DE/217/37207,12-50113,CT-FPW15 PRIM:GREY PALE G62 SANS-NCS S1502-G @Y,MTO TINT-MATT GREY PALE G62 SANS-NCS S1502-G,509.903,495,-5.097,1.03,13.16376235,0.977,512.925,525,12.66659851,0,13.5587,12.3753,6497.03,-0.592661742
37228,11/8/2016,11/8/2016,11/11/2016,217/37228,00-110,GP/QD THINNERS,CLEAR,4980,6000,0,0.83,11.97969543,0.812,4918.69,6058,11.94708347,0,9.9431,9.701,58768.66,1.231124498
37238,11/10/2016,11/10/2016,11/11/2016,DE/217/37238,39-99931,CT-FDE:BRONZE LIGHT @,MTO TINT-BRONZE LIGHT,18.84,19,-0.56,0.97,26.52692957,0.914,18.28,20,17.73851094,0,25.7311,16.213,324.26,2.972399151
37168,11/1/2016,11/1/2016,11/14/2016,217/37168,39-911,VISCO ADJ-FDWE DIP 19S F4C:BLACK,BLACK DIP,903.6,993,-6.4,0.91,17.07631827,0.851,851,1000,17.10092227,0,15.5394,14.5529,14552.9,5.821159805
37200,11/10/2016,11/10/2016,11/14/2016,DE/217/37200,45-99010,CT-FD HB AGRIP:GREY DK ADM G12&DK SEA G13 SANS-NCS S6502-B @,TINT-GREY DARK ADM G12&DK SEA G13 SANS-NCS S6502-B,27.102,25,0.102,1.08,22.87602646,1.05,26.25,25,1.597846034,0,24.7061,1.6777,41.94,3.143679433
37221,11/3/2016,11/3/2016,11/14/2016,AR/217/37221,43-501,CT-TPE:GREEN IG237 @,TINT-GREEN IG237,1081.552,1127,1.552,0.96,22.87132845,0.968,1442.32,1490,19.79136545,0,21.9565,19.158,28545.42,-33.3565099
37236,11/10/2016,11/10/2016,11/14/2016,DE/217/37236,39-89843,CT-FDE:BLUE CORNFLOWER F29 SANS-NCS S2050-R90B @,TINT-BLUE CORNFLOWER F29 SANS-NCS S2050-R90B,580.5,586,-13.5,0.99,20.15693151,0.95,760,800,19.39610623,0,19.9554,18.4263,14741.04,-30.92161929
37237,11/10/2016,11/10/2016,11/14/2016,DE/217/37237,39-6512,CT-FDE:ORANGE LT B26 SANS-NCS S2070-Y50R @,TINT-ORANGE LT B26 SANS-NCS 2070-Y50R,1656.27,1593,-7.73,1.04,22.73974081,0.983,1769.4,1800,22.50879139,0,23.6493,22.1261,39826.98,-6.830408086
33183,11/7/2016,11/7/2016,11/15/2016,217/33183,14-601,REFILL (Z14-601) EPS15 ETCH PRIMER:REDOX 130,REDOX 130,185.6,195,-4.4,0.95,14.00488415,0.911,182.2,200,13.09121625,0,13.3046,11.9261,2385.22,1.831896552
37161,11/1/2016,11/1/2016,11/15/2016,217/37161,12-361,FPW15 MATT:REDOX 130 LS25 24m 14v BALLMILL 9 @,REDOX 130 24m 14v,601.309,601,1.309,1,11.99259657,0.978,537.9,550,5.536345046,0,11.9926,5.4145,2977.98,10.54516064
37203,11/2/2016,11/2/2016,11/15/2016,217/37203,39-9041,FDE+MZAP SHEEN DIP BLACK S25 BALLMILL 5 @,SHEEN DIP BLACK,2045.602,2223,21.602,0.92,16.2092607,0.867,1907.4,2200,17.1665734,0,14.9125,14.8834,32743.48,6.756055186
37218,11/14/2016,11/14/2016,11/15/2016,217/37218,12-501,REFILL (Z326) FPW15 LB PRIMER 23m 13v WHITE,FTO REFILL-Z326 WHITE 23m 13v,102,100,0,1.02,12.54519428,0.977,97.7,100,13.32899693,0,12.7961,13.0224,1302.24,4.215686275
37223,11/7/2016,11/7/2016,11/15/2016,217/37223,15-001,DIPPING VARNISH CLEAR LS25 SLOW-SPEED @,CLEAR 13 SEC,1051.22,1208,7.22,0.87,14.18345651,0.835,1002,1200,13.06848862,0,12.3396,10.9122,13094.64,4.682178802
37243,11/11/2016,11/11/2016,11/15/2016,217/37243,Z321,INT:FDE RED IS537 LS25 BALLMILL 3 YY,RED IS537,695.924,710,695.924,0.98,22.10352641,0.953,705.22,740,21.36350784,0,21.6615,20.3594,15065.96,-1.335778045
37215,11/3/2016,11/3/2016,11/16/2016,217/37215,12-361,FPW15 MATT:REDOX 130 LS25 24m 14v BALLMILL 9 @,REDOX 130 24m 14v,2073.481,2073,-1.519,1,11.99259657,0.947,2092.87,2210,10.39292885,0,11.9926,9.8421,21751.04,-0.935094173
37216,11/3/2016,11/3/2016,11/16/2016,217/37216,76-901,ACRYLIC ROOF PAINT BLACK HI-SPEED @,BLACK,231.612,184,-20.388,1.26,11.14485139,1.203,240.6,200,10.55632452,0,14.0425,12.6993,2539.86,-3.880627947
37235,11/10/2016,11/10/2016,11/16/2016,217/37235,Z199,INT:FDE MZAP BASE LS25:CLEAR-BALLMILL 8,CLEAR,594.121,475,594.121,1.25,21.32123126,1.129,575.79,510,21.34001893,0,26.6515,24.0929,12287.38,3.085398429
37246,11/11/2016,11/11/2016,11/16/2016,217/37246,Z306,INT:FDE TINT WHITE S25 BALLMILL 8 YY,TINT WHITE,1962.548,2023,1962.548,0.97,18.39183457,0.951,1902,2000,18.45887087,0,17.8401,17.5544,35108.8,3.085172949
37256,11/14/2016,11/14/2016,11/16/2016,DE/217/37256,12-50113,CT-FPW15 PRIM:GREY PALE G62 SANS-NCS S1502-G @Y,MTO TINT-MATT GREY PALE G62 SANS-NCS S1502-G,509.903,495,-5.097,1.03,13.16376235,0.981,490.5,500,13.2764102,0,13.5587,13.0242,6512.1,3.805233544
37261,11/14/2016,11/14/2016,11/16/2016,217/37261,00-105,PU CLEANING SOLVENT,MTO CLEAR,495,611,-11.25,0.81,11.44329897,0.796,497.5,625,11.04422111,0,9.2691,8.7912,5494.5,-0.505050505
37162,11/1/2016,11/1/2016,11/17/2016,217/37162,12-373,REFILL (Z324) FPW15 MATT PRIMER 23m 13v:GREY NEW HD,FTO REFILL-Z324 GREY NEW HD 23m 13v,1400,1400,0,1,13.77299531,0.964,1349.6,1400,14.31394487,0,13.773,13.7986,19318.04,3.6
37169,11/1/2016,11/1/2016,11/17/2016,217/37169,49-201,HEAT-RESISTANT540 RFU:ALUMINIUM SLOW-SPEED @,ALUMINIUM,293.052,319,-1.348,0.92,42.68579898,0.86,240.8,280,50.38988372,0,39.2709,43.3353,12133.88,17.83028268
37170,11/1/2016,11/1/2016,11/17/2016,DE/217/37170,ZY001C,CT-UPW35 BRUSHING PRIMER 50m 29v LS55 SLUDGE+REDOX=HI-SPEED,CT-GREY BROWN + REDOX 50m 29v,1828.77,1693,-7.23,1.08,12.58568158,1.063,1876.195,1765,12.65345566,0,13.5925,13.4506,23740.31,-2.593273074
37172,11/1/2016,11/1/2016,11/17/2016,217/37172,Z309,INT:FDE MID YELLOW M11-G LS25/35 BALLMILL 6 YY,YELLOW MID M11-G,873.911,848,873.911,1.03,21.78750196,0.996,936.24,940,20.76041133,0,22.4411,20.6774,19436.76,-7.132190807
37244,11/11/2016,11/11/2016,11/17/2016,217/37244,45-901,REFILL (Z9320) FD HB AGRIP:BLACK,FTO REFILL-Z9320 BLACK,173.25,175,0,0.99,21.76816715,0.967,217.575,225,22.39844881,0,21.5505,21.6593,4873.34,-25.58441558
37247,11/14/2016,11/14/2016,11/17/2016,217/37247,00-150,REFILL (Z001) FDE THINNERS,FTO REFILL-Z001 CLEAR,5043,6150,0,0.82,9.907882647,0.806,3344.9,4150,10.02953598,0,8.1245,8.0838,33547.77,33.67241721
37249,11/14/2016,11/14/2016,11/17/2016,217/37249,30-101,REFILL (Z270) HGE:WHITE,FTO REFILL-Z270 WHITE,428,400,0,1.07,15.97982188,1.035,414,400,16.21374396,0,17.0984,16.7812,6712.48,3.271028037
37255,11/14/2016,11/14/2016,11/17/2016,217/37255,Z430,INT:TPE WHITE-BALLMILL 8 @,WHITE,1960.7,1981,1960.7,0.99,18.6167732,0.989,1879.1,1900,18.84245117,0,18.4306,18.6352,35406.88,4.161778956
37262,11/14/2016,11/14/2016,11/17/2016,217/37262,Z442,INT:TPE GREEN 7 JARMILL @,GREEN 7,283.94,319,283.94,0.89,19.45236724,0.896,268.8,300,19.67463542,0,17.3126,17.6285,5288.55,5.332112418
37275,11/16/2016,11/16/2016,11/17/2016,217/37275,31-902,REFILL (Z213) SGE:BLACK,FTO REFILL-Z213 BLACK,93,100,0,0.93,16.45041915,0.905,239.825,265,16.67578092,0,15.2989,15.0916,3999.27,-157.8763441
37283,11/16/2016,11/16/2016,11/17/2016,DE/217/37283,39-29911,CT-FDE:GREY TRICOR @YY,TINT-GREY TRICOR,383.312,387,-12.688,0.99,18.90511468,0.94,470,500,18.25141448,0,18.7161,17.1563,8578.15,-22.61551947
37055,10/10/2016,11/1/2016,11/18/2016,217/37055,Z14-901,INT:EPS15 ETCH PRIMER:BLACK 18m 12v-BALL MILL 5 @,BLACK 18m 12v,681.899,758,681.899,0.9,13.55061339,0.867,693.6,800,12.90116148,0,12.1956,11.1853,8948.24,-1.71594327
37212,11/3/2016,11/3/2016,11/18/2016,217/37212,14-901,REFILL (Z14-901) EPS15 ETCH PRIMER:BLACK,BLACK,546,600,0,0.91,13.61870693,0.868,1163.12,1340,13.70701733,0,12.393,11.8977,15942.92,-113.025641
37229,11/8/2016,11/8/2016,11/18/2016,DE/217/37229,ZY003,FPPW15 PRIMER RFU LS55 SLUDGE IVORY=HI-SPEED,RFU IVORY,1695.552,1662,-12.948,1.02,13.21920832,0.981,1814.85,1850,12.42404951,0,13.4836,12.188,22547.8,-7.035938739
37270,11/15/2016,11/15/2016,11/18/2016,DE/217/37270,39-65127,CT-FDE:ORANGE PURE RAL2004 @Y,MTO TINT-ORANGE PURE RAL2004,204.78,197,-3.22,1.04,28.22017619,0.988,197.6,200,23.57702848,0,29.349,23.2941,4658.82,3.506201778
37271,11/15/2016,11/15/2016,11/18/2016,AR/217/37271,39-6522,CT-FDE SPRAY 22S F4C:ORANGE LT B26 SANS-NCS S2070-Y50R @,TINT SPRAY 22S F4C-ORANGE LT B26 SANS-NCS 2070-Y50R,453.78,436,-14.22,1.04,22.82436265,0.959,431.55,450,21.66346408,0,23.7373,20.7753,9348.89,4.898849663
37284,11/16/2016,11/16/2016,11/18/2016,DE/217/37284,39-29913,CT-FDE:GREY B-SHIP  G13 PLA ??,TINT-GREY B-SHIP G13 PLAS,296.756,300,-0.244,0.99,18.91508572,0.954,276.66,290,19.61414443,0,18.7259,18.7119,5426.45,6.771893407
37187,11/2/2016,11/2/2016,11/21/2016,AR/217/37187,39-507,DG+CT-FDE DIP:GREEN MOSS RAL6005 IS227+LS25+50-BALLMILL 7 @,TINT GREEN MOSS RAL6005+IS227,1986.907,2183,-15.093,0.91,17.52989798,0.88,1936,2200,17.75343869,0,15.9522,15.623,34370.6,2.562122938
37227,11/8/2016,11/8/2016,11/21/2016,217/37227,82-101,ARMOURCRYL MATT WHITE (PURE ACRYLIC) HI-SP @,MATT WHITE,278.269,195,-7.731,1.43,11.53892734,1.412,268.28,190,11.56580438,0,16.5007,16.3309,3102.87,3.589691989
37234,11/9/2016,11/9/2016,11/21/2016,217/37234,40-202,QD DIP SK120 BRIGHT ALUMINIUM-SLOW SPEED 3 POT YY,BRIGHT ALUMINIUM-DIPPING,1353.9,1488,-102.1,0.91,16.23288338,0.887,1419.2,1600,15.27769166,0,14.7719,13.5513,21682.08,-4.823103627
37240,11/11/2016,11/11/2016,11/21/2016,LAB/217/37240,Z409,INT:FD HTONE SILVER S50 (NO SILICONE) SLOW SPEED YY,SILVER-NO SILICONE,3.29,3,3.29,0.95,19.43554437,0.934,2.802,3,21.69486081,0,18.4638,20.263,60.79,14.83282675
37241,11/11/2016,11/11/2016,11/21/2016,LAB/217/37241,Z409,INT:FD HTONE SILVER S50 (NO SILICONE) SLOW SPEED YY,SILVER-NO SILICONE,3.29,3,3.29,0.95,19.43554437,0.932,2.796,3,21.74141631,0,18.4638,20.263,60.79,15.01519757
37259,11/14/2016,11/14/2016,11/21/2016,DE/217/37259,43-8104,CT-TPE:BLUE PANTONE REFLEX C @,MTO TINT-BLUE PANTONE REFLEX C,186.72,195,-5.28,0.96,23.06832415,0.953,190.6,200,19.31759559,0,22.1456,18.4097,3681.94,-2.077977721
37260,11/14/2016,11/14/2016,11/21/2016,AR/217/37260,39-603,CT-FDE:SIGNAL RED A11 SANS-NCS S1580-Y90R @,TINT-RED SIGNAL-NCS S1580-Y90R,783,799,-1,0.98,23.2278283,0.943,815.695,865,22.49098918,0,22.7633,21.209,18345.79,-4.175606641
36940, 9/20/2016,11/1/2016,11/22/2016,BE/21536940,30-9951,CT-HI GL:GREEN PEAK SEASON Y5-B1-3 PLA @,MTO TINT-GREEN PEAK SEASON Y5-B1-3 PLA,5.195,5,-0.055,1.05,19.17144427,0.994,4.97,5,15.47408773,0,20.13,15.3812,76.91,4.331087584
37053,10/11/2016,11/1/2016,11/22/2016,DE/216/37053,31-10116,CT-HI GL:WHITE TRAFFIC RAL9016 @,MTO TINT-WHITE TRAFFIC RAL906,26.18,25,-0.07,1.05,18.73121264,1.04,26,25,16.07411569,0,19.6678,16.7171,417.93,0.687547746
37118,10/20/2016,11/1/2016,11/22/2016,AR/216/37118,31-99326,CT-SGE:BROWN DARK CRAVO @,MTO-TINT-BROWN DARK CRAVO,192.48,196,-3.52,0.98,19.67862871,0.965,193,200,16.96882673,0,19.2851,16.3749,3274.98,-0.270157938
37128,10/24/2016,11/1/2016,11/22/2016,DE/216/37128,43-80524,CT-TPE:BLUE NAT FLAG F04 SANS-NCS S3560-R80B @,MTO TINT-BLUE NAT FLAG F04 SANS-NCS S3560-R80B,46.99,49,-1.01,0.96,22.15682028,0.913,45.65,50,19.53740802,0,21.2705,17.8377,891.89,2.851670568
37151,10/26/2016,11/1/2016,11/22/2016,DE/216/37151,39-98928,CT-FDE:YELLOW TRAFFIC RAL1023 @,MTO-TINT-YELLOW TRAFFIC RAL1023,204.24,196,-3.76,1.04,25.87597336,1.015,203,200,22.12496823,0,26.911,22.4568,4491.36,0.607128868
37153,10/26/2016,11/1/2016,11/22/2016,DE/216/37153,31-5106,CT-HI GL:EAU DE NIL H43 SANS-NCS S2030-G40Y @,MTO TINT-EAU DE NIL H43-NCS S2030-G40Y,25.85,25,-0.4,1.05,19.32979243,1.091,27.275,25,15.08640235,0,20.2963,16.4593,411.48,-5.512572534
37154,10/26/2016,11/1/2016,11/22/2016,DE/216/37154,31-10116,CT-HI GL:WHITE TRAFFIC RAL9016 @,MTO TINT-WHITE TRAFFIC RAL906,26.18,25,-0.07,1.05,18.73121264,0.99,24.75,25,16.8161781,0,19.6678,16.648,416.2,5.462184874
37232,11/9/2016,11/9/2016,11/22/2016,DE/217/37232,31-5106,CT-HI GL:EAU DE NIL H43 SANS-NCS S2030-G40Y @,MTO TINT-EAU DE NIL H43-NCS S2030-G40Y,25.85,25,-0.4,1.05,19.32979243,0.998,24.95,25,17.02297872,0,20.2963,16.9889,424.72,3.481624758
37233,11/9/2016,11/9/2016,11/22/2016,AR/217/37233,31-10116,CT-HI GL:WHITE TRAFFIC RAL9016 @,MTO TINT-WHITE TRAFFIC RAL906,52.36,50,-0.14,1.05,18.73121264,0.985,49.25,50,17.15775276,0,19.6678,16.9004,845.02,5.939648587
37242,11/11/2016,11/11/2016,11/22/2016,217/37242,Z307,INT:FDE BLUE 15.3 LS35 BALLMILL 4 YY,BLUE 15.3,697.68,727,697.68,0.96,21.64185173,0.912,729.6,800,21.06622053,0,20.7762,19.2124,15369.92,-4.575163399
37253,11/14/2016,11/14/2016,11/22/2016,217/37253,Z270,INT:HI/G ENAMEL L55 WHITE BALLMILL 8 @Y,WHITE,1621.15,1544,1621.15,1.05,15.89992277,1.043,1564.5,1500,16.49868648,0,16.6949,17.2081,25812.15,3.494432964
37264,11/15/2016,11/15/2016,11/22/2016,217/37264,Z302,INT:FDE BLACK (28m 22v) S25/35 BALLMILL 5 @,BLACK (28m 22v),1820.85,1990,1820.85,0.915,17.44357526,0.906,1812,2000,17.9225,0,15.9609,16.2378,32475.6,0.486036741
37278,11/16/2016,11/16/2016,11/22/2016,217/37278,Z309,INT:FDE MID YELLOW M11-G LS25/35 BALLMILL 6 YY,YELLOW MID M11-G,873.911,848,873.911,1.03,21.78750196,0.983,835.55,850,23.06160912,0,22.4411,22.6696,19269.16,4.389577428
37279,11/16/2016,11/16/2016,11/22/2016,217/37279,Z318,INT:FDE SCARLET SM LS25/35 BALLMILL 3 YY,SCARLET SM,774.542,752,774.542,1.03,25.31550829,0.979,783.2,800,25.35861938,0,26.075,24.8261,19860.88,-1.117821887
37281,11/16/2016,11/16/2016,11/22/2016,DE/217/37281,Z324,INT:CT-FPW15 PRIMER:GREY NEW HD S25 BALLMILL 9 @,FPW15 GREY NEW HD,1682.282,1682,1682.282,1,13.70424145,0.979,1664.3,1700,14.33082256,0,13.7042,14.0299,23850.83,1.068905213
37032,10/5/2016,11/1/2016,11/23/2016,217/37032,Z605,INT:PU 7:1 YELLOWOX 4920 HB BASE JARMILL @,YELLOWOX 4920 56m 45v,52.235,48,52.235,1.09,25.09443938,1.052,47.34,45,26.85855091,0,27.3529,28.2552,1271.48,9.371111324
37188,11/2/2016,11/2/2016,11/23/2016,DE/217/37188,39-507,DG+CT-FDE DIP:GREEN MOSS RAL6005 IS227+LS25+50-BALLMILL 7 @,TINT GREEN MOSS RAL6005+IS227,1986.907,2183,-15.093,0.91,17.52989798,0.896,1926.4,2150,18.87521608,0,15.9522,16.9122,36361.23,3.045285965
37239,11/10/2016,11/10/2016,11/23/2016,217/37239,60-906,PU HB7:1 A&B MATT:BLACK JARMILL @,BLACK-10*5L,56.942,50,-0.058,1.14,36.49861632,1.02,51,50,39.23063922,0,41.6084,40.0153,2000.77,10.43517966
37254,11/14/2016,11/14/2016,11/23/2016,217/37254,Z441,INT:TPE GREEN IG227 BALLMILL 2 @,GREEN IG227,920.118,979,920.118,0.94,19.5864076,0.987,908.04,920,19.50378397,0,18.4112,19.2502,17710.18,1.312657724
37257,11/14/2016,11/14/2016,11/23/2016,DE/217/37257,43-1016,CT-TPE:GREY DK ADM G12&DK SEA G11 SANS-NCS S6502-B @Y,TINT-GREY DK ADM G12&DK SEA G11 SANS-NCS S6502-B,1478.96,1509,8.96,0.98,18.88312341,0.972,1482.3,1525,18.01669391,0,18.5055,17.5122,26706.11,-0.22583437
37268,11/15/2016,11/15/2016,11/23/2016,217/37268,15-001,DIPPING VARNISH CLEAR LS25 SLOW-SPEED @,CLEAR 13 SEC,1051.2,1208,7.2,0.87,14.18345651,0.831,997.2,1200,13.55144404,0,12.3396,11.2613,13513.56,5.136986301
37273,11/16/2016,11/16/2016,11/23/2016,217/37273,40-900,QD SPRAY SK120 BRIGHT ALUMINIUM-SLOW SPEED 3 POT YY,BRIGHT ALUMINIUM-SPRAY,1367,1502,2,0.91,15.93873257,0.834,1251,1500,16.89416467,0,14.5042,14.0897,21134.55,8.485735187
37276,11/16/2016,11/16/2016,11/23/2016,217/37276,12-361,FPW15 MATT:REDOX 130 LS25 24m 14v BALLMILL 9 @,REDOX 130 24m 14v,2073.481,2073,-1.519,1,11.99259657,0.978,2185.83,2235,9.788141804,0,11.9926,9.5728,21395.21,-5.418376151
37299,11/21/2016,11/21/2016,11/23/2016,217/37299,00-120,STD ETCH THINNERS,CLEAR,317.52,387,-10.48,0.82,6.24469077,0.79,316,400,6.180607595,0,5.1206,4.8827,1953.08,0.478710003
37258,11/14/2016,11/14/2016,11/24/2016,AR/217/37258,43-501,CT-TPE:GREEN IG237 @,TINT-GREEN IG237,1201.725,1252,1.725,0.96,22.87203718,0.95,954.75,1005,17.4842375,0,21.9572,16.61,16693.05,20.55170692
37274,11/16/2016,11/16/2016,11/24/2016,217/37274,39-901,REFILL (Z302) FDE BLACK,FTO REFILL-Z302 BLACK,940,1000,0,0.94,17.53123142,0.902,2115.19,2345,17.64725394,0,16.4794,15.9178,37327.24,-125.0202128
37285,11/16/2016,11/16/2016,11/24/2016,AR/217/37285,39-61531,CT-FDE:RED BAFANA SR+SM@,TINT-RED BAFANA SR+SM,601.5,590,-10.5,1.02,24.83007096,0.97,557.75,575,25.28057687,0,25.3267,24.5222,14100.27,7.273482959
37295,11/21/2016,11/21/2016,11/24/2016,217/37295,Z9309S,INT:FD HB AGRIP:YELLOW MID M11G S25+50 JAR & BALLMILL 1 @,YELLOW MID M11G,553.6,513,553.6,1.08,22.8303135,1.061,551.72,520,23.35154481,0,24.6567,24.776,12883.52,0.339595376
